time,theta,tvc,combined
2.830000000000000071e+00,1.558787119304063939e-01,-6.395050569109236860e-02,2.198292176214987625e-01
2.839999999999999858e+00,1.561178947157687291e-01,-6.248514288377785691e-02,2.186030375995465791e-01
2.850000000000000089e+00,1.561994070577982785e-01,-6.102508026576822925e-02,2.172244873235665008e-01
2.859999999999999876e+00,1.561256800297005087e-01,-5.960819277514155246e-02,2.157338728048420751e-01
2.870000000000000107e+00,1.559247198340416585e-01,-5.814806311687697321e-02,2.140727829509186386e-01
2.879999999999999893e+00,1.556174002142191870e-01,-5.663053158972641138e-02,2.122479318039456053e-01
2.890000000000000124e+00,1.552277993666854039e-01,-5.513282502456190448e-02,2.103606243912473084e-01
2.899999999999999911e+00,1.547469663693893938e-01,-5.372473948833010604e-02,2.084717058577195137e-01
2.910000000000000142e+00,1.541678931809397080e-01,-5.245105772267765615e-02,2.066189509036173710e-01
2.919999999999999929e+00,1.534521519447888116e-01,-5.127304741549182365e-02,2.047251993602806353e-01
2.930000000000000160e+00,1.525883919946852685e-01,-5.009490225625668619e-02,2.026832942509419477e-01
2.939999999999999947e+00,1.516358711064259013e-01,-4.876493939808983907e-02,2.004008105045157473e-01
2.950000000000000178e+00,1.506396880899456281e-01,-4.726566247622647488e-02,1.979053505661720891e-01
2.959999999999999964e+00,1.496359733170789519e-01,-4.578256945376078108e-02,1.954185427708397260e-01
2.970000000000000195e+00,1.486534468668783693e-01,-4.449799808396193851e-02,1.931514449508403009e-01
2.979999999999999982e+00,1.477050938434079363e-01,-4.353229268592120199e-02,1.912373865293291453e-01
2.990000000000000213e+00,1.467798128688979353e-01,-4.291814465374302334e-02,1.896979575226409587e-01
3.000000000000000000e+00,1.458651036937433920e-01,-4.261708414348758939e-02,1.884821878372309745e-01
3.010000000000000231e+00,1.449794111782333750e-01,-4.248040607454053180e-02,1.874598172527739137e-01
3.020000000000000018e+00,1.441177475821962817e-01,-4.240177523971635359e-02,1.865195228219126422e-01
3.030000000000000249e+00,1.432843374290986016e-01,-4.236424487970378433e-02,1.856485823088023790e-01
3.040000000000000036e+00,1.425140277403753319e-01,-4.234369214268943193e-02,1.848577198830647639e-01
3.050000000000000266e+00,1.418208724986956271e-01,-4.234380341071677933e-02,1.841646759094124064e-01
3.060000000000000053e+00,1.411946374121459125e-01,-4.248036100911323915e-02,1.836749984212591447e-01
3.070000000000000284e+00,1.406061420323893030e-01,-4.277101381567864624e-02,1.833771558480679631e-01
3.080000000000000071e+00,1.400192692831512820e-01,-4.317199178175015750e-02,1.831912610649014395e-01
3.089999999999999858e+00,1.394365282715140653e-01,-4.353585334994714007e-02,1.829723816214612053e-01
3.100000000000000089e+00,1.388586363821914804e-01,-4.374540783033355890e-02,1.826040442125250463e-01
3.109999999999999876e+00,1.382882104358892361e-01,-4.379169412035441994e-02,1.820799045562436491e-01
3.120000000000000107e+00,1.376812085823314047e-01,-4.373184045829103112e-02,1.814130490406224427e-01
3.129999999999999893e+00,1.370274285102188461e-01,-4.358991987284533548e-02,1.806173483830641746e-01
3.140000000000000124e+00,1.363926737027068292e-01,-4.328312838189687234e-02,1.796758020846037085e-01
3.149999999999999911e+00,1.358341204885573639e-01,-4.283326204047533531e-02,1.786673825290326922e-01
3.160000000000000142e+00,1.353725055036976987e-01,-4.247542723260239877e-02,1.778479327363000906e-01
3.169999999999999929e+00,1.350304402450695773e-01,-4.241579233535871379e-02,1.774462325804282981e-01
3.180000000000000160e+00,1.348602541776863228e-01,-4.272532888627157688e-02,1.775855830639578858e-01
3.189999999999999947e+00,1.348707283626333353e-01,-4.343767684991633321e-02,1.783084052125496755e-01
3.200000000000000178e+00,1.350430713851539233e-01,-4.458672797707996516e-02,1.796297993622338884e-01
3.209999999999999964e+00,1.353759840380001633e-01,-4.610444807913682830e-02,1.814804321171369916e-01
3.220000000000000195e+00,1.358690441412150618e-01,-4.784405328991225143e-02,1.837130974311273202e-01
3.229999999999999982e+00,1.366141620037871762e-01,-4.967988875338803789e-02,1.862940507571752002e-01
3.240000000000000213e+00,1.376280002100970512e-01,-5.161956323562368748e-02,1.892475634457207456e-01
3.250000000000000000e+00,1.389185532172446114e-01,-5.387981741421347948e-02,1.927983706314581047e-01
3.260000000000000231e+00,1.403908884473768215e-01,-5.652398953385341651e-02,1.969148779812302519e-01
3.270000000000000018e+00,1.419824907328171293e-01,-5.948501783523230807e-02,2.014675085680494304e-01
3.280000000000000249e+00,1.436810886938657827e-01,-6.239980758234421609e-02,2.060808962762100127e-01
3.290000000000000036e+00,1.454614342049314890e-01,-6.501140239880959237e-02,2.104728366037410814e-01
3.300000000000000266e+00,1.473544549393861758e-01,-6.726361265031380321e-02,2.146180675896999790e-01
3.310000000000000053e+00,1.493605360983887853e-01,-6.919099106575872515e-02,2.185515271641474966e-01
3.320000000000000284e+00,1.514438015441393615e-01,-7.099509460363789826e-02,2.224388961477772597e-01
3.330000000000000071e+00,1.536131177101764389e-01,-7.275011522852968537e-02,2.263632329387061382e-01
3.339999999999999858e+00,1.557854272936174955e-01,-7.445746836876396269e-02,2.302428956623814582e-01
3.350000000000000089e+00,1.579143754983484971e-01,-7.610119786802049813e-02,2.340155733663689952e-01
3.359999999999999876e+00,1.600148099267776625e-01,-7.747736896744523982e-02,2.374921788942229162e-01
3.370000000000000107e+00,1.620468203022074061e-01,-7.847417118379602929e-02,2.405209914860034215e-01
3.379999999999999893e+00,1.639999008446215711e-01,-7.916296802761961515e-02,2.431628688722412002e-01
3.390000000000000124e+00,1.658499829735543551e-01,-7.954372998618758350e-02,2.453937129597419387e-01
3.399999999999999911e+00,1.676196299213713603e-01,-7.965544137132123115e-02,2.472750712926926053e-01
3.410000000000000142e+00,1.693221895247449538e-01,-7.953062845803864078e-02,2.488528179827835807e-01
3.419999999999999929e+00,1.709491285051293052e-01,-7.929947684234908700e-02,2.502486053474783922e-01
3.430000000000000160e+00,1.724558217753549005e-01,-7.905764809794775527e-02,2.515134698733026419e-01
3.439999999999999947e+00,1.737896282756430377e-01,-7.880206451349432151e-02,2.525916927891373454e-01
3.450000000000000178e+00,1.748885232697851011e-01,-7.838893677396596704e-02,2.532774600437510681e-01
3.459999999999999964e+00,1.757570907675052030e-01,-7.763032194026917021e-02,2.533874127077743732e-01
3.470000000000000195e+00,1.764043771904587332e-01,-7.638488527756562285e-02,2.527892624680243561e-01
3.479999999999999982e+00,1.768640480274375482e-01,-7.471484503343071848e-02,2.515788930608682805e-01
3.490000000000000213e+00,1.771222851306151480e-01,-7.277808252599378414e-02,2.499003676566089460e-01
3.500000000000000000e+00,1.771586299792380637e-01,-7.076319945586370674e-02,2.479218294351017704e-01
3.510000000000000231e+00,1.769951812403724734e-01,-6.869571381911163122e-02,2.456908950594841046e-01
3.520000000000000018e+00,1.766461602212905380e-01,-6.653817072133182131e-02,2.431843309426223732e-01
3.530000000000000249e+00,1.760503722564604745e-01,-6.435870567660885444e-02,2.404090779330693151e-01
3.540000000000000036e+00,1.752125973574162887e-01,-6.215785026682711656e-02,2.373704476242434191e-01
3.550000000000000266e+00,1.741416063240799894e-01,-5.977206856432847049e-02,2.339136748884084738e-01
3.560000000000000053e+00,1.728550299384264688e-01,-5.719836190792852021e-02,2.300533918463549821e-01
3.570000000000000284e+00,1.713314427553341845e-01,-5.447867448311899397e-02,2.258101172384531785e-01
3.580000000000000071e+00,1.695601335887782501e-01,-5.168502349431728510e-02,2.212451570830955283e-01
3.589999999999999858e+00,1.675801154818777894e-01,-4.877623645064459862e-02,2.163563519325223949e-01
3.600000000000000089e+00,1.654407482493075732e-01,-4.574070533044857778e-02,2.111814535797561510e-01
3.609999999999999876e+00,1.630758875946688169e-01,-4.272005237378135450e-02,2.057959399684501645e-01
3.620000000000000107e+00,1.603963525863427164e-01,-3.982082341941000497e-02,2.002171760057527283e-01
3.629999999999999893e+00,1.573892026222150353e-01,-3.682174695052414098e-02,1.942109495727391832e-01
3.640000000000000124e+00,1.540923522595250839e-01,-3.342755924700126918e-02,1.875199115065263600e-01
3.649999999999999911e+00,1.505453872938901094e-01,-2.958493684581367175e-02,1.801303241397037846e-01
3.660000000000000142e+00,1.467811634772296925e-01,-2.546818029939988681e-02,1.722493437766295932e-01
3.669999999999999929e+00,1.428169907821502382e-01,-2.131031567324979253e-02,1.641273064554000238e-01
3.680000000000000160e+00,1.386866842233191177e-01,-1.726450110751569580e-02,1.559511853308348239e-01
3.689999999999999947e+00,1.343816634889075101e-01,-1.341309405159505329e-02,1.477947575405025582e-01
3.700000000000000178e+00,1.299681900975990512e-01,-9.780583258651318057e-03,1.397487733562503553e-01
3.709999999999999964e+00,1.253851792153956868e-01,-6.332691056366130181e-03,1.317178702717618222e-01
3.720000000000000195e+00,1.205820953522007827e-01,-3.121273737495102677e-03,1.237033690896958832e-01
3.729999999999999982e+00,1.155812293640903765e-01,1.059556085017892239e-04,1.154752737555885811e-01
3.740000000000000213e+00,1.103906599045326037e-01,3.551140136097933643e-03,1.068395197684346709e-01
3.750000000000000000e+00,1.050643355065780937e-01,7.199371462395827773e-03,9.786496404418226769e-02
3.760000000000000231e+00,9.964832507119232574e-02,1.097399401236235847e-02,8.867433105882996380e-02
3.770000000000000018e+00,9.414464056353975818e-02,1.466100565456254952e-02,7.948363490897721040e-02
3.780000000000000249e+00,8.858619709487733362e-02,1.811466734856567729e-02,7.047152974631165634e-02
3.790000000000000036e+00,8.299557783182029413e-02,2.132115018710357621e-02,6.167442764471671446e-02
3.800000000000000266e+00,7.737146108854627002e-02,2.425371615927957719e-02,5.311774492926669283e-02
3.810000000000000053e+00,7.172873037410995578e-02,2.693134592560680191e-02,4.479738444850315388e-02
3.820000000000000284e+00,6.606273170350859814e-02,2.942388347662929296e-02,3.663884822687930864e-02
3.830000000000000071e+00,6.036937278155075914e-02,3.177889721413505036e-02,2.859047556741570878e-02
3.839999999999999858e+00,5.463807982001409741e-02,3.406774171617998198e-02,2.057033810383411543e-02
3.850000000000000089e+00,4.886560232993933384e-02,3.634538257655792193e-02,1.252021975338141191e-02
3.859999999999999876e+00,4.308350698648185512e-02,3.867944480898500431e-02,4.404062177496850805e-03
3.870000000000000107e+00,3.738741326327014308e-02,4.107534212979287169e-02,-3.687928866522728610e-03
3.879999999999999893e+00,3.185793235463605516e-02,4.339741156798522514e-02,-1.153947921334916998e-02
3.890000000000000124e+00,2.651699183252559031e-02,4.533269711902201266e-02,-1.881570528649642235e-02
3.899999999999999911e+00,2.136574272511958944e-02,4.665120638218636651e-02,-2.528546365706677707e-02
3.910000000000000142e+00,1.639361355884999191e-02,4.735821881679991990e-02,-3.096460525794992799e-02
3.919999999999999929e+00,1.157127179514197066e-02,4.758931988600857005e-02,-3.601804809086660286e-02
3.930000000000000160e+00,6.887671497888834919e-03,4.755985172841279557e-02,-4.067218023052396325e-02
3.939999999999999947e+00,2.332987101373914813e-03,4.747915717777879963e-02,-4.514617007640488178e-02
3.950000000000000178e+00,-2.140538127328158423e-03,4.745790672434489071e-02,-4.959844485167305000e-02
3.959999999999999964e+00,-6.511382031328799384e-03,4.756009870351891183e-02,-5.407148073484770862e-02
3.970000000000000195e+00,-1.077744665485185112e-02,4.786969583524453009e-02,-5.864714249009637947e-02
3.979999999999999982e+00,-1.496966423138980547e-02,4.830666457193300012e-02,-6.327632880332280385e-02
3.990000000000000213e+00,-1.910092477409687170e-02,4.880140646009585581e-02,-6.790233123419273098e-02
4.000000000000000000e+00,-2.317790965506152934e-02,4.939197155477637741e-02,-7.256988120983789980e-02
4.009999999999999787e+00,-2.716479443853417677e-02,5.009019832694094204e-02,-7.725499276547512228e-02
4.020000000000000462e+00,-3.105483995431333744e-02,5.086427108866969221e-02,-8.191911104298302271e-02
4.030000000000000249e+00,-3.486259336823957500e-02,5.158489631056086683e-02,-8.644748967880044876e-02
4.040000000000000036e+00,-3.854603793771761711e-02,5.220498914416885072e-02,-9.075102708188646783e-02
4.049999999999999822e+00,-4.205838810669186578e-02,5.273435392254725157e-02,-9.479274202923912429e-02
4.060000000000000497e+00,-4.540294892699618667e-02,5.306337803995583857e-02,-9.846632696695202525e-02
4.070000000000000284e+00,-4.858198645814025551e-02,5.307548198711552201e-02,-1.016574684452557775e-01
4.080000000000000071e+00,-5.157350363738454763e-02,5.281609812635558454e-02,-1.043896017637401252e-01
4.089999999999999858e+00,-5.438782980685222257e-02,5.233245331468321104e-02,-1.067202831215354336e-01
4.099999999999999645e+00,-5.700176367215514101e-02,5.165815375267181903e-02,-1.086599174248269600e-01
4.110000000000000320e+00,-5.941557263113884241e-02,5.083954585670173026e-02,-1.102551184878405727e-01
4.120000000000000107e+00,-6.165985966691417408e-02,4.985893081145411493e-02,-1.115187904783682959e-01
4.129999999999999893e+00,-6.372966751463247925e-02,4.875495522431682466e-02,-1.124846227389492970e-01
4.139999999999999680e+00,-6.564103353681299824e-02,4.762812283341476272e-02,-1.132691563702277610e-01
4.150000000000000355e+00,-6.747023376566206598e-02,4.649370323504710412e-02,-1.139639370007091701e-01
4.160000000000000142e+00,-6.929526469622934726e-02,4.542552010451716277e-02,-1.147207848007465170e-01
4.169999999999999929e+00,-7.113550205765815926e-02,4.465215873923220752e-02,-1.157876607968903737e-01
4.179999999999999716e+00,-7.297407214322203239e-02,4.437810395189252521e-02,-1.173521760951145576e-01
4.190000000000000391e+00,-7.481164488107652777e-02,4.457726639058472162e-02,-1.193889112716612494e-01
4.200000000000000178e+00,-7.661636996174439607e-02,4.508969103588667676e-02,-1.217060609976310659e-01
4.209999999999999964e+00,-7.838621301088942450e-02,4.574677454792883818e-02,-1.241329875588182696e-01
4.219999999999999751e+00,-8.017139448385150746e-02,4.635615936164096118e-02,-1.265275538454924686e-01
4.230000000000000426e+00,-8.195734935662363219e-02,4.689343759097687470e-02,-1.288507869476004930e-01
4.240000000000000213e+00,-8.376046641200508847e-02,4.746742866018888174e-02,-1.312278950721939563e-01
4.250000000000000000e+00,-8.555147208481334031e-02,4.809032170066603745e-02,-1.336417937854793847e-01
4.259999999999999787e+00,-8.737328663052960909e-02,4.877237712493960597e-02,-1.361456637554692151e-01
4.270000000000000462e+00,-8.928009505323079853e-02,4.945117349945595681e-02,-1.387312685526867484e-01
4.280000000000000249e+00,-9.134332170353748337e-02,5.024114140418502877e-02,-1.415844631077225191e-01
4.290000000000000036e+00,-9.355987684205376020e-02,5.133655543398048249e-02,-1.448964322760342427e-01
4.299999999999999822e+00,-9.597251459810436647e-02,5.289387868216249844e-02,-1.488663932802668510e-01
4.310000000000000497e+00,-9.855580238532622717e-02,5.490092120303648182e-02,-1.534567235883627090e-01
4.320000000000000284e+00,-1.013224878127065159e-01,5.733385108526851265e-02,-1.586563388979750355e-01
4.330000000000000071e+00,-1.042441569078899760e-01,6.002890790694070944e-02,-1.642730648148306716e-01
4.339999999999999858e+00,-1.072478348030468098e-01,6.289769023792521341e-02,-1.701455250409720232e-01
4.350000000000000533e+00,-1.102727661453049429e-01,6.576617810929930030e-02,-1.760389442546042571e-01
4.360000000000000320e+00,-1.132840041379031132e-01,6.837023231425734537e-02,-1.816542364521604447e-01
4.370000000000000107e+00,-1.162500958498537545e-01,7.051563840447447329e-02,-1.867657342543282417e-01
4.379999999999999893e+00,-1.191469730035322749e-01,7.215036925566603587e-02,-1.912973422591983108e-01
4.389999999999999680e+00,-1.219775324186151422e-01,7.330117618041154248e-02,-1.952787085990266847e-01
4.400000000000000355e+00,-1.247385194924881396e-01,7.403924891255950214e-02,-1.987777684050476279e-01
4.410000000000000142e+00,-1.273903083926933855e-01,7.450947896057910635e-02,-2.018997873532724918e-01
4.419999999999999929e+00,-1.298903420592558144e-01,7.479915141956310076e-02,-2.046894934788189291e-01
4.429999999999999716e+00,-1.321604134130370256e-01,7.486694066477188325e-02,-2.070273540778089227e-01
4.440000000000000391e+00,-1.341380048984595896e-01,7.460169969538725521e-02,-2.087397045938468310e-01
4.450000000000000178e+00,-1.358237591271618250e-01,7.380831274458779512e-02,-2.096320718717496201e-01
4.459999999999999964e+00,-1.372170632111446853e-01,7.237191328157956127e-02,-2.095889764927242327e-01
4.469999999999999751e+00,-1.383298760784375803e-01,7.039226827472271075e-02,-2.087221443531602771e-01
4.480000000000000426e+00,-1.391394603738412283e-01,6.803032347282089720e-02,-2.071697838466621255e-01
4.490000000000000213e+00,-1.396287425671235705e-01,6.544679330355715474e-02,-2.050755358706807252e-01
4.500000000000000000e+00,-1.398801426243747592e-01,6.265555963158969677e-02,-2.025357022559644560e-01
4.509999999999999787e+00,-1.400064747415737942e-01,5.968613734509090052e-02,-1.996926120866646948e-01
4.520000000000000462e+00,-1.399740899605581568e-01,5.684502432855690485e-02,-1.968191142891150547e-01
4.530000000000000249e+00,-1.397383239877174887e-01,5.445622297392928995e-02,-1.941945469616467856e-01
4.540000000000000036e+00,-1.393444500940531072e-01,5.238231496941701121e-02,-1.917267650634701115e-01
4.549999999999999822e+00,-1.387861406674914533e-01,5.040554133194562192e-02,-1.891916819994370891e-01
4.560000000000000497e+00,-1.380169010073888647e-01,4.850311009980843441e-02,-1.865200111071972922e-01
4.570000000000000284e+00,-1.370626149729396170e-01,4.658358493066203088e-02,-1.836461999036016479e-01
4.580000000000000071e+00,-1.359478087912260325e-01,4.449850625261176501e-02,-1.804463150438377905e-01
4.589999999999999858e+00,-1.347479627473326669e-01,4.229710563769287224e-02,-1.770450683850255391e-01
4.600000000000000533e+00,-1.334703353682248073e-01,4.009505291566701352e-02,-1.735653882838918138e-01
4.610000000000000320e+00,-1.320552398677651562e-01,3.814026060269792157e-02,-1.701955004704630847e-01
4.620000000000000107e+00,-1.305361827711572775e-01,3.640768583443731304e-02,-1.669438686055945975e-01
4.629999999999999893e+00,-1.289279480710480430e-01,3.471543423467068207e-02,-1.636433823057187320e-01
4.639999999999999680e+00,-1.272578514952738549e-01,3.304777637824535264e-02,-1.603056278735192075e-01
4.650000000000000355e+00,-1.255714250078460159e-01,3.144011181033552760e-02,-1.570115368181815296e-01
4.660000000000000142e+00,-1.239486829470549528e-01,2.995390692258926083e-02,-1.539025898696442241e-01
4.669999999999999929e+00,-1.224181444944029973e-01,2.874594979374608603e-02,-1.511640942881490868e-01
4.679999999999999716e+00,-1.209396518189496950e-01,2.801344746055417848e-02,-1.489530992795038700e-01
4.690000000000000391e+00,-1.194608292096819291e-01,2.776214594882019104e-02,-1.472229751585021340e-01
4.700000000000000178e+00,-1.180032566134235489e-01,2.773766452509750582e-02,-1.457409211385210512e-01
4.709999999999999964e+00,-1.165216390493333670e-01,2.768145187084482262e-02,-1.442030909201781896e-01
4.719999999999999751e+00,-1.150124674219682452e-01,2.753404135412945708e-02,-1.425465087760977023e-01
4.730000000000000426e+00,-1.135612291906646781e-01,2.715849962754262464e-02,-1.407197288182072958e-01
4.740000000000000213e+00,-1.122209101634213529e-01,2.662138627127250134e-02,-1.388422964346938682e-01
4.750000000000000000e+00,-1.110257751188521158e-01,2.621467351855454736e-02,-1.372404486374066701e-01
4.759999999999999787e+00,-1.099771420835146396e-01,2.617384541312500409e-02,-1.361509874966396472e-01
4.770000000000000462e+00,-1.090493835886913315e-01,2.659156287562822185e-02,-1.356409464643195673e-01
4.780000000000000249e+00,-1.082253191240498402e-01,2.738871750423557336e-02,-1.356140366282854171e-01
4.790000000000000036e+00,-1.074784793512516684e-01,2.836565222083091420e-02,-1.358441315720825826e-01
4.799999999999999822e+00,-1.067656759297786334e-01,2.937036223527121626e-02,-1.361360381650498497e-01
4.810000000000000497e+00,-1.060300116094713418e-01,3.024462099450797234e-02,-1.362746326039793177e-01
4.820000000000000284e+00,-1.052225192297931711e-01,3.084705514459962217e-02,-1.360695743743927932e-01
4.830000000000000071e+00,-1.042993962635590799e-01,3.101628917062226876e-02,-1.353156854341813486e-01
4.839999999999999858e+00,-1.032530900209083224e-01,3.067019627991605241e-02,-1.339232863008243679e-01
4.850000000000000533e+00,-1.020864712786776207e-01,2.978600948996465436e-02,-1.318724807686422751e-01
4.860000000000000320e+00,-1.008593138203616735e-01,2.847091131604828976e-02,-1.293302251364099598e-01
4.870000000000000107e+00,-9.958833115857548823e-02,2.690939455525564322e-02,-1.264977257138311384e-01
4.879999999999999893e+00,-9.826902769524777093e-02,2.537925249988958604e-02,-1.236482801951373500e-01
4.889999999999999680e+00,-9.689692352040621404e-02,2.401317041575424388e-02,-1.209100939361604510e-01
4.900000000000000355e+00,-9.544267595670001547e-02,2.281272892023962495e-02,-1.182554048769396404e-01
4.910000000000000142e+00,-9.390323658865418199e-02,2.168991981549770950e-02,-1.155931564041518950e-01
4.919999999999999929e+00,-9.231454484632221902e-02,2.051491062800541235e-02,-1.128294554743276279e-01
4.929999999999999716e+00,-9.069914770069384402e-02,1.925878632423402848e-02,-1.099579340249278725e-01
4.940000000000000391e+00,-8.902578601182681295e-02,1.802227112474037024e-02,-1.070480571365671763e-01
4.950000000000000178e+00,-8.725844503343690994e-02,1.687477976894081674e-02,-1.041332248023777302e-01
4.959999999999999964e+00,-8.537167383569234380e-02,1.571724647899971558e-02,-1.010889203146920629e-01
4.969999999999999751e+00,-8.334804703622429589e-02,1.440820662008625123e-02,-9.775625365631054886e-02
4.980000000000000426e+00,-8.114959329922397102e-02,1.285334130802794766e-02,-9.400293460725192562e-02
4.990000000000000213e+00,-7.880630288329519562e-02,1.100572257823189022e-02,-8.981202546152708410e-02
5.000000000000000000e+00,-7.639707711108649490e-02,8.824173121086142241e-03,-8.522125023217264062e-02
5.009999999999999787e+00,-7.402570712274572640e-02,6.481450950100288953e-03,-8.050715807284601622e-02
5.020000000000000462e+00,-7.179975676025260323e-02,4.328014718611171256e-03,-7.612777147886377882e-02
5.030000000000000249e+00,-6.983654137154715613e-02,2.744042650300082802e-03,-7.258058402184723590e-02
5.040000000000000036e+00,-6.821656810414178373e-02,2.062226905992517022e-03,-7.027879501013430119e-02
5.049999999999999822e+00,-6.691687096935980406e-02,2.531419446615633395e-03,-6.944829041597544439e-02
5.060000000000000497e+00,-6.590663494637361008e-02,4.146849277359523564e-03,-7.005348422373312844e-02
5.070000000000000284e+00,-6.519801474770403615e-02,6.560156180946025671e-03,-7.175817092865005575e-02
5.080000000000000071e+00,-6.474040856343118988e-02,9.391607909809840046e-03,-7.413201647324102472e-02
5.089999999999999858e+00,-6.447041678292884936e-02,1.242467915022480059e-02,-7.689509593315364822e-02
5.100000000000000533e+00,-6.439827309089261875e-02,1.537118904792224641e-02,-7.976946213881486170e-02
5.110000000000000320e+00,-6.451679632945118981e-02,1.802561066196398110e-02,-8.254240699141517090e-02
5.120000000000000107e+00,-6.483033300364166029e-02,2.042758109333859054e-02,-8.525791409698024736e-02
5.129999999999999893e+00,-6.535023570916900781e-02,2.265691990576544287e-02,-8.800715561493445416e-02
5.139999999999999680e+00,-6.609711988351259226e-02,2.482505070869007666e-02,-9.092217059220267239e-02
5.150000000000000355e+00,-6.707023823788930972e-02,2.705106583909429319e-02,-9.412130407698360290e-02
5.160000000000000142e+00,-6.819095133040217749e-02,2.944593647840945336e-02,-9.763688780881163432e-02
5.169999999999999929e+00,-6.939030204023440007e-02,3.198675573123249682e-02,-1.013770577714668969e-01
5.179999999999999716e+00,-7.065009564338861625e-02,3.439967817530634880e-02,-1.050497738186949581e-01
5.190000000000000391e+00,-7.195987458413202753e-02,3.646988282802712117e-02,-1.084297574121591556e-01
5.200000000000000178e+00,-7.330677123032242060e-02,3.814503753758196475e-02,-1.114518087679043923e-01
5.209999999999999964e+00,-7.464684275326502472e-02,3.949435476317656596e-02,-1.141411975164415837e-01
5.219999999999999751e+00,-7.598890907061602029e-02,4.057224621114529500e-02,-1.165611552817613084e-01
5.230000000000000426e+00,-7.738811004308052133e-02,4.136848237596520844e-02,-1.187565924190457367e-01
5.240000000000000213e+00,-7.883612896527635028e-02,4.201693774945036014e-02,-1.208530667147267035e-01
5.250000000000000000e+00,-8.026586002476290838e-02,4.273789145287270469e-02,-1.230037514776356200e-01
5.259999999999999787e+00,-8.167428684520955384e-02,4.353884328561902217e-02,-1.252131301308285760e-01
5.270000000000000462e+00,-8.309829310896327259e-02,4.424654607870472101e-02,-1.273448391876679797e-01
5.280000000000000249e+00,-8.457915983461346265e-02,4.481399001053218423e-02,-1.293931498451456608e-01
5.290000000000000036e+00,-8.611315449454211290e-02,4.539526798081468251e-02,-1.315084224753567954e-01
5.299999999999999822e+00,-8.769973054974200544e-02,4.613527402678357925e-02,-1.338350045765255847e-01
5.310000000000000497e+00,-8.929446245687346073e-02,4.705849295312895808e-02,-1.363529554100024188e-01
5.320000000000000284e+00,-9.089281736266023592e-02,4.810666226347670021e-02,-1.389994796261369292e-01
5.330000000000000071e+00,-9.246558042168098734e-02,4.913007031542297037e-02,-1.415956507371039508e-01
5.339999999999999858e+00,-9.397994056439579191e-02,5.004157474559201013e-02,-1.440215153099878020e-01
5.350000000000000533e+00,-9.541149534997081516e-02,5.075691895413853710e-02,-1.461684143041093453e-01
5.360000000000000320e+00,-9.678545215908707089e-02,5.118403125066166293e-02,-1.479694834097487477e-01
5.370000000000000107e+00,-9.814276410416526708e-02,5.132254996309265627e-02,-1.494653140672579372e-01
5.379999999999999893e+00,-9.951202428024980007e-02,5.131254756672835871e-02,-1.508245718469781727e-01
5.389999999999999680e+00,-1.008219518065062020e-01,5.138131624891737609e-02,-1.522032680554235851e-01
5.400000000000000355e+00,-1.020683830415092391e-01,5.161048071754982536e-02,-1.536788637590590645e-01
5.410000000000000142e+00,-1.032579662135507947e-01,5.181377111163297522e-02,-1.550717373251837561e-01
5.419999999999999929e+00,-1.043802462467608577e-01,5.191546942167925283e-02,-1.562957156684401105e-01
5.429999999999999716e+00,-1.054303497622448571e-01,5.191831528808115576e-02,-1.573486650503260198e-01
5.440000000000000391e+00,-1.064129119013779851e-01,5.181373778568985206e-02,-1.582266496870678441e-01
5.450000000000000178e+00,-1.073398869345628670e-01,5.160570213053658484e-02,-1.589455890650994518e-01
5.459999999999999964e+00,-1.082473899921068267e-01,5.133858554429929222e-02,-1.595859755364061328e-01
5.469999999999999751e+00,-1.091411962774658656e-01,5.108258512254262862e-02,-1.602237814000084803e-01
5.480000000000000426e+00,-1.100787027573911225e-01,5.095681914308324012e-02,-1.610355219004743765e-01
5.490000000000000213e+00,-1.110930190104363058e-01,5.101240522918116388e-02,-1.621054242396174627e-01
5.500000000000000000e+00,-1.122324669374249184e-01,5.138998384353660881e-02,-1.636224507809615203e-01
5.509999999999999787e+00,-1.135601915730847372e-01,5.217237833257463292e-02,-1.657325699056593771e-01
5.520000000000000462e+00,-1.150867769111469791e-01,5.354951557748032637e-02,-1.686362924886272985e-01
5.530000000000000249e+00,-1.168015498840398736e-01,5.568677752719996404e-02,-1.724883274112398446e-01
5.540000000000000036e+00,-1.186920592263235319e-01,5.850027760959589096e-02,-1.771923368359194229e-01
5.549999999999999822e+00,-1.207932227221527738e-01,6.179083336106951097e-02,-1.825840560832222847e-01
5.560000000000000497e+00,-1.230901890287432465e-01,6.537992628200631207e-02,-1.884701153107495586e-01
5.570000000000000284e+00,-1.255653751222565451e-01,6.926637008358510483e-02,-1.948317452058416499e-01
5.580000000000000071e+00,-1.282445472698124644e-01,7.333882922445193742e-02,-2.015833764942643880e-01
5.589999999999999858e+00,-1.311388855995493929e-01,7.753993613288195919e-02,-2.086788217324313521e-01
5.600000000000000533e+00,-1.341939353423858006e-01,8.194313676657463685e-02,-2.161370721089604374e-01
5.610000000000000320e+00,-1.373764655963891079e-01,8.657418612878582664e-02,-2.239506517251749207e-01
5.620000000000000107e+00,-1.406551065024072289e-01,9.127819045969902401e-02,-2.319332969621062390e-01
5.629999999999999893e+00,-1.440359007603769503e-01,9.591407015500821864e-02,-2.399499709153851690e-01
5.639999999999999680e+00,-1.475381777051219812e-01,1.004104418950442917e-01,-2.479486196001662868e-01
